location,total_sqft,bhk,bath,balcony,age_years,furnishing,parking,price_lakhs
Jayanagar,1680,3,3,1,0.5,Unfurnished,1,137.67
Whitefield,929,2,2,1,0.8,Unfurnished,1,59.19
Jayanagar,1016,2,2,0,1.1,Unfurnished,1,80.09
HSR Layout,893,2,3,1,4.6,Semi-Furnished,1,96.52
BTM Layout,868,1,1,1,21.2,Semi-Furnished,1,55.27
Koramangala,1302,2,3,4,2.7,Semi-Furnished,0,171.81
Electronic City,1367,3,3,1,19.1,Semi-Furnished,1,51.98
Indiranagar,1522,3,3,2,0.2,Semi-Furnished,1,164.98
Hebbal,1398,3,3,2,15.7,Unfurnished,1,83.08
Marathahalli,1142,2,3,2,1.2,Unfurnished,1,63.46
Electronic City,2176,4,4,2,14.6,Furnished,0,102.34
Electronic City,722,1,2,1,0.3,Semi-Furnished,1,31.98
Hebbal,1100,2,1,2,17.8,Semi-Furnished,1,67.63
Electronic City,1490,2,3,0,1.3,Semi-Furnished,1,73.86
JP Nagar,1346,3,3,1,2.2,Semi-Furnished,0,108.18
Hebbal,2543,5,5,2,4.1,Semi-Furnished,1,167.06
Electronic City,991,2,2,1,2.9,Unfurnished,1,44.0
Electronic City,1865,4,5,3,6.6,Furnished,1,93.71
Sarjapur Road,1876,4,4,4,22.1,Unfurnished,1,81.16
HSR Layout,900,2,1,2,5.6,Unfurnished,0,71.47
HSR Layout,912,2,3,1,7.7,Unfurnished,1,68.52
JP Nagar,907,2,2,0,0.6,Semi-Furnished,1,81.77
Sarjapur Road,2878,5,5,1,5.9,Semi-Furnished,1,178.14
Sarjapur Road,974,2,2,1,3.6,Semi-Furnished,1,52.2
Hebbal,1473,3,3,0,13.0,Furnished,1,114.59
HSR Layout,1184,2,2,0,2.9,Unfurnished,1,101.59
Electronic City,1385,3,3,0,6.8,Semi-Furnished,1,65.74
JP Nagar,1010,2,1,0,1.6,Semi-Furnished,1,77.83
Jayanagar,1555,3,3,4,1.8,Furnished,1,150.3
HSR Layout,1809,4,5,0,2.8,Unfurnished,1,161.76
BTM Layout,1142,3,3,0,2.2,Furnished,1,90.63
Electronic City,2152,4,4,1,1.8,Unfurnished,1,101.72
Jayanagar,674,1,1,1,0.3,Semi-Furnished,1,65.82
Whitefield,1810,3,4,0,10.9,Semi-Furnished,1,110.63
Jayanagar,1074,2,2,4,0.4,Furnished,0,111.02
Whitefield,1173,2,3,1,13.1,Unfurnished,1,57.25
Electronic City,1471,3,4,2,0.8,Unfurnished,1,59.52
Electronic City,1095,2,1,3,0.4,Unfurnished,0,47.37
Yelahanka,1750,3,3,2,5.0,Semi-Furnished,1,95.24
Hebbal,2481,5,6,0,4.2,Semi-Furnished,1,187.64
Marathahalli,1112,2,2,1,4.1,Furnished,1,64.17
Sarjapur Road,1820,3,3,1,5.1,Semi-Furnished,1,98.01
HSR Layout,1092,2,2,2,2.0,Unfurnished,0,97.32
Koramangala,1298,2,2,0,6.5,Unfurnished,1,152.7
BTM Layout,956,2,2,1,4.2,Unfurnished,1,71.95
Indiranagar,2095,4,4,3,2.4,Semi-Furnished,1,243.46
Sarjapur Road,2105,4,4,2,10.5,Furnished,1,130.82
Whitefield,1767,4,5,0,7.8,Furnished,1,123.08
Sarjapur Road,2625,5,6,2,3.0,Unfurnished,1,136.14
Whitefield,885,2,1,1,11.3,Unfurnished,0,49.8
BTM Layout,1173,2,2,2,15.2,Unfurnished,0,70.73
Jayanagar,1631,3,2,4,4.6,Semi-Furnished,1,151.71
Sarjapur Road,1099,2,2,0,1.5,Furnished,1,72.11
Electronic City,1174,2,2,0,14.8,Unfurnished,1,46.09
Jayanagar,1025,2,1,1,1.3,Unfurnished,0,82.67
Sarjapur Road,1680,3,2,2,0.3,Semi-Furnished,0,99.28
Jayanagar,1501,3,2,1,2.4,Semi-Furnished,1,145.08
Yelahanka,1059,2,2,3,7.8,Unfurnished,1,45.17
Hebbal,1010,2,3,2,15.4,Furnished,0,63.95
HSR Layout,1603,3,2,4,6.1,Unfurnished,1,143.71
Marathahalli,1437,3,4,1,18.2,Furnished,0,91.1
Marathahalli,1196,2,2,1,0.6,Unfurnished,1,77.53
BTM Layout,1330,3,2,0,0.4,Unfurnished,1,86.98
Whitefield,435,1,1,0,5.6,Unfurnished,1,24.36
Koramangala,1153,2,3,2,20.3,Unfurnished,0,90.07
Sarjapur Road,1487,3,4,1,4.2,Semi-Furnished,1,85.48
BTM Layout,1432,3,2,3,0.3,Semi-Furnished,1,119.42
HSR Layout,1184,2,3,1,1.5,Semi-Furnished,1,117.83
Marathahalli,1409,3,3,4,1.7,Semi-Furnished,1,85.13
Koramangala,1470,3,3,1,2.5,Unfurnished,1,158.65
Indiranagar,1710,3,2,1,0.3,Unfurnished,0,153.04
Jayanagar,1731,3,3,3,14.1,Furnished,1,171.78
Koramangala,1736,3,3,0,4.3,Furnished,1,209.93
Marathahalli,1008,2,2,1,6.7,Unfurnished,1,54.0
Electronic City,1235,2,2,3,0.4,Unfurnished,1,55.98
Sarjapur Road,908,2,3,0,0.3,Semi-Furnished,1,59.72
Sarjapur Road,914,2,2,4,5.3,Unfurnished,1,54.65
Hebbal,1147,3,4,0,13.1,Semi-Furnished,1,77.66
Jayanagar,1751,3,3,4,4.5,Semi-Furnished,0,160.85
Koramangala,920,2,2,2,12.6,Unfurnished,1,88.38
JP Nagar,581,1,1,1,10.0,Unfurnished,1,38.31
Yelahanka,913,2,2,1,0.5,Semi-Furnished,1,46.36
Indiranagar,1154,2,1,1,1.4,Unfurnished,1,104.08
BTM Layout,1444,3,2,1,6.4,Unfurnished,1,93.21
JP Nagar,404,1,2,1,3.5,Semi-Furnished,0,33.58
Sarjapur Road,1566,3,2,0,2.1,Semi-Furnished,0,94.24
Hebbal,1885,4,4,4,3.3,Unfurnished,1,116.77
Marathahalli,924,2,2,1,3.5,Furnished,1,54.18
HSR Layout,734,2,3,0,14.5,Semi-Furnished,1,60.32
BTM Layout,386,1,2,1,0.7,Unfurnished,1,26.57
BTM Layout,1527,3,3,1,2.0,Unfurnished,1,105.54
Whitefield,1205,3,2,1,4.6,Semi-Furnished,0,78.67
Whitefield,828,2,2,0,7.2,Unfurnished,1,45.26
HSR Layout,1500,3,2,1,6.0,Semi-Furnished,1,157.75
JP Nagar,2018,4,3,2,17.0,Semi-Furnished,1,124.42
Sarjapur Road,1349,2,3,3,9.5,Semi-Furnished,1,75.23
Indiranagar,875,1,1,1,4.9,Semi-Furnished,1,94.64
Marathahalli,1970,4,4,0,1.5,Semi-Furnished,1,129.68
HSR Layout,1584,3,2,1,3.6,Unfurnished,1,137.48
Sarjapur Road,2212,4,3,1,7.1,Unfurnished,1,125.39
JP Nagar,1410,3,4,1,10.9,Semi-Furnished,0,107.89
JP Nagar,1276,3,3,1,19.3,Semi-Furnished,1,83.09
Jayanagar,1048,2,2,0,5.6,Semi-Furnished,0,90.61
HSR Layout,1474,3,3,0,4.5,Unfurnished,1,136.45
Koramangala,2035,4,5,0,0.1,Furnished,1,248.52
Whitefield,1566,3,4,2,0.4,Unfurnished,1,107.43
BTM Layout,937,2,2,0,1.0,Unfurnished,1,62.8
JP Nagar,877,2,2,2,0.3,Unfurnished,1,66.17
Sarjapur Road,1066,2,1,2,3.1,Unfurnished,1,53.27
Sarjapur Road,1108,2,2,4,2.5,Semi-Furnished,1,66.34
Jayanagar,874,2,2,2,6.1,Unfurnished,1,65.6
JP Nagar,1639,3,4,2,4.6,Unfurnished,1,118.09
Sarjapur Road,1234,3,2,0,5.4,Unfurnished,0,56.68
JP Nagar,963,2,1,1,3.8,Semi-Furnished,1,79.74
Koramangala,1461,3,4,1,2.0,Furnished,1,188.13
HSR Layout,505,1,2,3,18.3,Semi-Furnished,1,46.77
Indiranagar,515,1,1,3,0.5,Unfurnished,1,49.44
Sarjapur Road,1331,2,3,0,16.8,Semi-Furnished,0,73.97
Marathahalli,1372,3,2,1,2.2,Unfurnished,0,75.69
Indiranagar,1416,2,3,2,4.3,Unfurnished,1,138.88
Yelahanka,1116,2,1,1,0.7,Furnished,1,75.04
Marathahalli,1064,2,2,3,0.4,Semi-Furnished,1,64.45
HSR Layout,1571,3,3,1,3.4,Unfurnished,1,151.88
Electronic City,979,1,2,1,8.1,Unfurnished,1,42.16
Yelahanka,1351,3,3,1,1.9,Unfurnished,1,63.76
Jayanagar,1332,3,3,0,5.0,Unfurnished,1,99.01
JP Nagar,1387,3,2,1,2.0,Semi-Furnished,0,98.45
Jayanagar,2105,4,4,2,3.0,Unfurnished,1,189.07
JP Nagar,341,1,1,0,14.2,Furnished,1,29.95
Jayanagar,1053,2,1,0,11.6,Semi-Furnished,0,85.14
Marathahalli,2354,4,4,1,4.4,Furnished,1,157.65
BTM Layout,1073,2,3,1,1.6,Semi-Furnished,1,88.29
HSR Layout,1456,3,4,4,1.3,Semi-Furnished,0,140.39
Indiranagar,1407,3,2,0,18.5,Semi-Furnished,1,137.76
Whitefield,1635,3,3,0,1.4,Unfurnished,1,99.51
Hebbal,1976,4,3,2,9.9,Semi-Furnished,0,132.91
Marathahalli,3077,5,5,4,2.8,Unfurnished,1,166.62
Hebbal,1790,3,2,1,25.5,Unfurnished,1,92.71
Indiranagar,1089,2,2,1,2.8,Unfurnished,0,78.77
Indiranagar,2098,4,3,3,2.6,Semi-Furnished,0,228.99
Whitefield,755,1,1,1,6.1,Furnished,1,50.59
Koramangala,1214,2,3,0,19.5,Unfurnished,1,107.76
Marathahalli,1979,4,4,1,22.4,Semi-Furnished,1,88.21
HSR Layout,971,2,2,0,7.4,Furnished,0,90.61
HSR Layout,852,2,2,1,8.4,Unfurnished,0,66.16
BTM Layout,1111,2,2,3,5.0,Unfurnished,0,69.5
Koramangala,2200,4,4,1,8.5,Unfurnished,1,222.57
Jayanagar,1298,3,2,2,11.8,Furnished,1,119.3
JP Nagar,1432,3,3,2,4.0,Unfurnished,1,93.91
HSR Layout,848,2,2,1,5.8,Unfurnished,1,67.28
Marathahalli,1365,3,4,0,4.6,Semi-Furnished,1,76.68
BTM Layout,1583,3,3,1,5.0,Furnished,1,144.99
Sarjapur Road,940,2,3,2,13.2,Furnished,0,60.35
Indiranagar,1005,2,2,1,2.6,Unfurnished,0,87.91
BTM Layout,806,2,1,0,1.4,Furnished,0,55.91
Jayanagar,2828,5,5,0,3.7,Unfurnished,0,227.05
Koramangala,1493,3,3,1,1.4,Unfurnished,1,157.12
HSR Layout,1991,4,5,1,4.1,Furnished,1,216.83
Sarjapur Road,1022,2,2,2,14.0,Semi-Furnished,1,57.9
Jayanagar,1527,3,2,1,5.8,Unfurnished,1,128.11
Koramangala,1378,3,2,0,11.6,Semi-Furnished,0,126.95
Yelahanka,1279,3,2,1,1.1,Semi-Furnished,0,67.07
Koramangala,3071,5,4,0,13.9,Furnished,1,362.08
Electronic City,955,2,2,0,5.5,Furnished,1,44.67
Indiranagar,1035,2,1,1,0.2,Semi-Furnished,1,112.58
Indiranagar,1652,3,4,0,6.0,Furnished,1,179.78
Indiranagar,2029,3,4,1,18.1,Semi-Furnished,1,215.25
Indiranagar,1313,3,2,2,0.5,Semi-Furnished,0,121.71
Yelahanka,1117,2,1,3,5.2,Semi-Furnished,1,62.39
Indiranagar,1394,3,3,3,14.8,Unfurnished,0,103.1
Koramangala,969,2,2,0,0.1,Unfurnished,1,115.6
BTM Layout,942,2,1,2,6.0,Unfurnished,1,59.21
Jayanagar,1331,3,3,3,3.9,Semi-Furnished,0,115.71
Yelahanka,1494,3,3,2,2.6,Unfurnished,1,64.7
Indiranagar,829,2,1,1,5.9,Unfurnished,1,70.66
Indiranagar,1192,2,2,1,0.3,Unfurnished,1,124.87
Whitefield,1058,2,3,0,8.4,Unfurnished,0,62.59
Indiranagar,1113,2,1,2,0.0,Semi-Furnished,0,116.11
Koramangala,1430,3,2,0,2.2,Unfurnished,1,156.76
Indiranagar,2045,4,5,1,4.2,Unfurnished,0,205.51
Electronic City,1093,2,3,1,2.8,Semi-Furnished,1,48.95
Indiranagar,1325,3,3,2,2.2,Furnished,1,136.89
HSR Layout,2046,4,5,1,10.7,Unfurnished,1,174.48
Indiranagar,1971,4,4,3,16.4,Unfurnished,0,156.11
HSR Layout,916,2,1,1,12.4,Furnished,1,91.53
Jayanagar,1784,4,4,0,4.4,Unfurnished,0,146.55
Hebbal,1251,2,2,1,12.9,Furnished,1,87.84
Whitefield,947,2,3,4,15.2,Unfurnished,1,53.7
JP Nagar,775,1,1,1,3.2,Unfurnished,1,59.14
Yelahanka,1210,2,3,0,2.0,Unfurnished,1,63.7
Electronic City,407,1,2,1,0.6,Unfurnished,1,17.53
BTM Layout,887,2,2,3,3.9,Furnished,0,73.79
BTM Layout,1434,2,2,1,17.5,Furnished,1,108.23
Whitefield,1763,3,3,1,4.9,Furnished,0,121.13
Koramangala,2095,4,4,1,6.6,Furnished,1,277.57
JP Nagar,1089,2,1,0,0.7,Furnished,0,94.11
Hebbal,2005,4,4,1,0.9,Semi-Furnished,1,143.43
Indiranagar,2165,4,4,1,3.7,Furnished,1,225.89
Indiranagar,1392,3,2,1,18.1,Unfurnished,1,126.9
HSR Layout,745,2,3,1,2.7,Unfurnished,1,69.75
Jayanagar,1302,3,2,1,12.6,Semi-Furnished,1,120.44
Marathahalli,2103,4,4,0,0.8,Furnished,1,123.2
HSR Layout,1330,3,3,1,5.8,Semi-Furnished,0,128.22
Jayanagar,1040,2,1,1,5.5,Furnished,1,98.22
Hebbal,1339,3,3,1,11.8,Semi-Furnished,1,89.0
Whitefield,1383,3,4,1,0.0,Semi-Furnished,1,86.98
Koramangala,1628,3,2,4,1.3,Furnished,0,206.12
Hebbal,637,1,1,0,1.5,Unfurnished,0,43.98
BTM Layout,1049,2,2,0,18.0,Furnished,1,69.95
Jayanagar,1632,3,4,1,1.0,Semi-Furnished,0,147.93
Jayanagar,2172,4,4,0,0.2,Semi-Furnished,1,209.6
Electronic City,1267,2,3,1,4.6,Furnished,0,62.46
HSR Layout,2031,4,4,0,4.5,Unfurnished,0,185.65
Jayanagar,986,2,2,1,11.1,Unfurnished,0,72.18
Koramangala,1305,3,3,1,17.8,Semi-Furnished,1,107.99
Koramangala,1436,3,2,1,4.6,Unfurnished,1,148.64
HSR Layout,1645,3,2,0,16.0,Semi-Furnished,1,143.58
Whitefield,2295,4,5,1,7.7,Unfurnished,1,135.39
Koramangala,1194,2,2,1,1.8,Furnished,1,158.72
Indiranagar,1831,4,4,0,15.8,Unfurnished,1,136.44
Koramangala,1212,2,3,2,6.6,Semi-Furnished,1,131.91
Electronic City,1224,3,4,2,3.2,Furnished,1,58.65
BTM Layout,1635,3,4,3,6.8,Furnished,1,122.24
Marathahalli,1445,3,2,0,3.1,Semi-Furnished,1,88.19
Yelahanka,1155,2,3,3,0.7,Semi-Furnished,1,66.26
JP Nagar,1900,4,3,2,7.6,Unfurnished,1,136.44
Jayanagar,1226,2,3,0,10.4,Unfurnished,0,89.49
Electronic City,380,1,1,3,7.8,Unfurnished,0,14.81
Jayanagar,1400,3,3,0,1.6,Semi-Furnished,1,135.58
Marathahalli,900,2,3,1,18.8,Unfurnished,1,47.6
Hebbal,1837,4,5,1,0.2,Semi-Furnished,0,130.13
HSR Layout,1064,2,1,2,2.4,Unfurnished,1,91.38
Indiranagar,1321,2,2,2,1.8,Semi-Furnished,1,122.23
Koramangala,2500,4,3,3,0.3,Semi-Furnished,1,277.14
HSR Layout,1515,3,3,1,3.1,Furnished,0,134.78
Yelahanka,1218,2,3,0,5.9,Unfurnished,1,67.64
Marathahalli,1535,3,3,1,12.9,Unfurnished,0,72.47
Koramangala,1575,3,3,3,27.4,Unfurnished,1,140.58
Sarjapur Road,1449,3,2,3,9.9,Unfurnished,0,81.22
Marathahalli,1079,2,2,3,3.8,Semi-Furnished,1,66.8
Koramangala,1581,3,2,4,7.7,Unfurnished,0,150.27
Electronic City,1413,3,4,1,11.1,Unfurnished,0,50.05
Indiranagar,1488,3,3,2,3.8,Furnished,0,156.02
Koramangala,591,1,1,3,9.2,Semi-Furnished,0,67.08
Indiranagar,2224,4,3,2,4.0,Unfurnished,1,217.93
Indiranagar,1340,3,2,2,2.9,Unfurnished,0,124.59
Koramangala,1492,3,3,1,4.5,Unfurnished,1,166.59
Indiranagar,1337,2,2,0,6.8,Semi-Furnished,1,141.48
BTM Layout,2275,4,4,0,7.8,Semi-Furnished,1,163.6
Electronic City,1702,3,2,1,2.6,Semi-Furnished,0,76.74
Jayanagar,604,1,1,2,5.1,Unfurnished,1,46.75
HSR Layout,1098,2,1,1,14.4,Semi-Furnished,0,88.71
Sarjapur Road,2250,4,3,0,22.5,Unfurnished,1,102.12
Electronic City,834,1,2,3,1.5,Semi-Furnished,1,41.2
HSR Layout,2507,5,5,3,1.3,Furnished,1,244.53
Sarjapur Road,1303,3,3,3,6.8,Unfurnished,1,69.56
BTM Layout,1696,3,4,1,3.2,Unfurnished,1,117.66
JP Nagar,1008,2,2,1,0.1,Furnished,0,80.17
Koramangala,949,2,2,0,2.6,Unfurnished,0,92.23
Indiranagar,1912,4,4,1,9.9,Unfurnished,1,145.68
Yelahanka,967,2,2,0,9.6,Semi-Furnished,1,45.58
BTM Layout,1290,3,4,1,4.1,Semi-Furnished,1,91.04
Jayanagar,1364,2,1,3,3.8,Furnished,0,125.46
Marathahalli,1047,2,2,2,5.2,Unfurnished,1,49.11
Koramangala,591,1,1,2,1.5,Unfurnished,1,62.77
JP Nagar,1588,3,4,0,4.5,Unfurnished,0,119.58
Indiranagar,2944,5,6,0,0.1,Semi-Furnished,0,305.32
Koramangala,1192,2,3,2,3.9,Unfurnished,1,129.32
HSR Layout,1211,2,2,1,2.5,Semi-Furnished,1,113.09
Jayanagar,955,2,2,1,6.7,Unfurnished,1,68.69
Koramangala,1455,3,4,2,6.1,Unfurnished,1,149.77
Electronic City,1165,2,1,1,2.9,Unfurnished,0,50.07
Marathahalli,2021,4,4,1,0.0,Furnished,1,126.01
Koramangala,1499,3,3,3,1.7,Furnished,1,179.06
Marathahalli,1560,3,3,1,6.0,Furnished,1,100.3
Indiranagar,1168,2,2,0,0.5,Unfurnished,1,137.88
Jayanagar,2533,5,5,3,0.7,Unfurnished,1,218.16
Jayanagar,1157,2,2,1,6.2,Unfurnished,1,81.27
Whitefield,565,1,2,0,8.5,Semi-Furnished,0,28.57
Koramangala,1606,3,2,0,2.3,Unfurnished,1,175.78
Indiranagar,1617,3,4,1,4.0,Unfurnished,1,185.18
Whitefield,1291,2,1,2,17.5,Unfurnished,0,63.13
Sarjapur Road,1253,2,3,0,17.5,Semi-Furnished,1,65.07
Koramangala,1702,3,3,3,2.2,Unfurnished,0,175.69
JP Nagar,1267,2,1,1,10.0,Unfurnished,0,79.24
Koramangala,1544,3,3,3,5.4,Unfurnished,1,128.8
Yelahanka,1505,3,2,1,22.3,Unfurnished,1,66.21
Hebbal,1181,2,2,0,3.9,Semi-Furnished,1,82.41
Marathahalli,1160,2,3,2,8.9,Semi-Furnished,1,74.2
Jayanagar,1004,2,2,0,8.8,Unfurnished,1,75.35
HSR Layout,1561,3,2,1,4.1,Semi-Furnished,0,144.71
Koramangala,1495,3,3,0,9.5,Unfurnished,0,149.33
BTM Layout,922,2,3,1,1.8,Unfurnished,1,71.5
JP Nagar,1694,3,3,1,0.8,Semi-Furnished,1,138.34
Sarjapur Road,2808,5,5,1,3.3,Furnished,1,183.49
Indiranagar,1357,2,2,1,17.3,Semi-Furnished,1,130.17
Hebbal,1856,4,5,3,4.2,Unfurnished,1,131.62
Sarjapur Road,966,2,3,1,6.1,Semi-Furnished,1,51.71
Indiranagar,605,1,2,1,5.9,Unfurnished,0,50.88
Whitefield,1221,2,2,0,0.9,Semi-Furnished,1,67.31
Hebbal,1110,2,1,2,3.0,Unfurnished,1,79.54
Marathahalli,1097,2,2,3,7.4,Semi-Furnished,1,63.12
JP Nagar,431,1,2,1,21.5,Unfurnished,0,27.71
Indiranagar,1926,4,3,4,1.1,Semi-Furnished,0,201.4
JP Nagar,2148,4,4,0,3.2,Semi-Furnished,0,151.33
Indiranagar,1295,3,3,1,0.6,Unfurnished,0,121.4
Indiranagar,970,2,1,1,1.7,Furnished,1,108.0
Indiranagar,1125,2,2,4,2.8,Semi-Furnished,1,112.35
JP Nagar,453,1,1,0,4.7,Unfurnished,1,34.74
Yelahanka,1741,3,4,2,1.6,Unfurnished,1,102.9
Jayanagar,2284,4,4,0,1.5,Semi-Furnished,1,224.08
HSR Layout,814,2,1,0,9.0,Unfurnished,0,66.35
BTM Layout,460,1,2,3,19.7,Furnished,0,35.02
HSR Layout,1157,3,2,2,2.3,Unfurnished,0,111.93
JP Nagar,933,2,2,4,7.0,Unfurnished,1,59.52
HSR Layout,1165,2,2,2,1.8,Furnished,1,134.63
HSR Layout,1438,3,4,1,15.8,Furnished,1,145.83
Jayanagar,1569,3,2,2,6.7,Unfurnished,1,137.16
Koramangala,372,1,1,2,9.7,Semi-Furnished,1,41.55
Hebbal,720,1,1,2,0.3,Unfurnished,1,49.25
Jayanagar,2717,5,4,1,5.5,Semi-Furnished,1,273.27
Indiranagar,1052,2,2,1,4.5,Furnished,0,116.39
BTM Layout,586,1,1,2,2.1,Unfurnished,1,40.09
HSR Layout,859,2,2,1,1.8,Unfurnished,0,77.14
Jayanagar,427,1,1,4,5.2,Unfurnished,1,37.28
BTM Layout,1195,2,1,2,7.4,Unfurnished,1,81.21
Marathahalli,1560,3,3,2,0.2,Unfurnished,1,93.21
Electronic City,1208,2,2,1,5.0,Furnished,1,60.14
Sarjapur Road,1099,2,1,1,1.1,Unfurnished,1,58.35
Marathahalli,1521,3,3,1,0.9,Semi-Furnished,0,86.07
Koramangala,1241,3,2,1,5.9,Semi-Furnished,0,117.47
Indiranagar,2059,4,4,4,2.2,Semi-Furnished,1,238.77
JP Nagar,2096,4,3,2,3.5,Unfurnished,0,144.39
Marathahalli,893,1,1,0,2.7,Unfurnished,1,38.68
Jayanagar,1603,3,2,0,6.3,Semi-Furnished,1,144.09
BTM Layout,1280,2,3,0,3.8,Unfurnished,1,93.23
JP Nagar,2890,5,4,0,19.9,Semi-Furnished,1,170.83
Indiranagar,943,2,2,4,2.6,Unfurnished,1,85.91
Koramangala,2818,5,5,4,8.1,Semi-Furnished,1,283.41
Koramangala,1535,3,4,0,1.8,Semi-Furnished,1,167.61
Hebbal,909,2,2,3,4.3,Semi-Furnished,0,68.9
Whitefield,1442,3,3,1,4.8,Unfurnished,1,82.77
Marathahalli,2769,5,5,1,2.4,Unfurnished,1,153.44
Hebbal,2341,4,3,2,3.8,Furnished,1,201.29
BTM Layout,300,1,1,1,2.0,Unfurnished,1,21.92
Koramangala,1681,3,2,0,0.0,Unfurnished,0,150.57
JP Nagar,909,2,3,1,1.5,Semi-Furnished,1,70.88
Electronic City,394,1,1,1,7.2,Furnished,1,19.57
JP Nagar,1227,2,2,0,8.8,Unfurnished,0,76.76
Indiranagar,1160,2,2,2,2.0,Semi-Furnished,0,133.75
HSR Layout,1688,3,3,3,3.1,Semi-Furnished,0,157.69
JP Nagar,1170,2,1,2,0.2,Unfurnished,1,82.86
Indiranagar,1809,3,3,4,1.6,Semi-Furnished,1,175.58
Indiranagar,684,1,1,3,9.1,Furnished,1,78.74
Hebbal,1027,2,3,2,5.6,Furnished,1,78.54
Hebbal,1101,2,1,4,1.4,Unfurnished,1,77.88
Yelahanka,1237,2,2,1,1.8,Semi-Furnished,1,60.43
Hebbal,483,1,1,1,10.2,Unfurnished,0,29.87
Jayanagar,952,2,3,0,1.4,Unfurnished,0,75.23
Koramangala,1454,3,2,1,2.4,Semi-Furnished,1,159.77
Koramangala,734,2,1,2,6.6,Unfurnished,1,69.64
Indiranagar,1071,2,2,0,4.9,Unfurnished,0,104.77
BTM Layout,767,2,2,3,3.7,Unfurnished,0,49.59
Marathahalli,2108,4,3,3,13.8,Unfurnished,0,103.96
HSR Layout,2230,4,3,1,1.5,Semi-Furnished,1,216.32
HSR Layout,978,2,2,0,8.1,Unfurnished,1,93.15
Sarjapur Road,1302,2,3,3,1.0,Semi-Furnished,1,84.88
Indiranagar,381,1,1,1,5.7,Unfurnished,1,37.91
Marathahalli,2279,4,4,2,12.3,Semi-Furnished,1,114.97
Jayanagar,701,1,1,0,3.7,Furnished,1,65.31
Marathahalli,793,2,2,2,7.7,Unfurnished,1,46.95
Whitefield,1457,2,1,3,10.3,Semi-Furnished,1,79.96
BTM Layout,1040,2,1,3,0.9,Semi-Furnished,0,77.4
BTM Layout,918,2,2,0,7.3,Semi-Furnished,1,62.0
Marathahalli,1289,3,3,1,15.1,Unfurnished,1,61.54
Hebbal,1017,2,2,2,5.2,Semi-Furnished,0,78.83
BTM Layout,1481,3,2,0,1.2,Unfurnished,1,110.56
Hebbal,1065,2,2,1,0.8,Unfurnished,1,78.81
Indiranagar,555,1,1,3,1.8,Semi-Furnished,0,59.2
Marathahalli,2195,4,4,0,0.7,Unfurnished,1,125.88
Marathahalli,992,2,2,1,4.3,Semi-Furnished,1,57.33
HSR Layout,1210,3,4,2,0.4,Semi-Furnished,1,118.18
Hebbal,1478,3,4,1,1.5,Semi-Furnished,1,110.58
BTM Layout,300,1,2,2,3.5,Unfurnished,0,23.07
BTM Layout,2153,4,4,1,3.9,Furnished,0,153.94
HSR Layout,903,2,1,0,5.0,Semi-Furnished,1,82.36
Electronic City,2125,4,4,0,7.3,Unfurnished,1,81.81
Sarjapur Road,1247,2,2,2,0.3,Unfurnished,1,75.03
JP Nagar,1958,4,4,0,0.5,Semi-Furnished,1,178.18
Indiranagar,759,1,1,0,0.4,Furnished,1,90.11
BTM Layout,1435,3,3,0,3.3,Semi-Furnished,1,111.24
BTM Layout,1763,3,2,1,0.3,Semi-Furnished,1,137.18
Jayanagar,2045,4,5,0,8.2,Unfurnished,1,171.31
Marathahalli,1974,4,5,3,1.5,Unfurnished,1,122.13
HSR Layout,1603,3,3,1,16.8,Unfurnished,0,125.74
Whitefield,2035,4,5,0,4.0,Semi-Furnished,1,135.47
Koramangala,924,2,3,0,3.5,Unfurnished,0,98.51
JP Nagar,978,2,2,2,9.1,Unfurnished,1,59.45
Whitefield,1043,2,2,2,7.5,Unfurnished,1,59.15
Koramangala,1251,2,3,4,5.6,Furnished,1,155.83
HSR Layout,760,2,1,0,16.4,Semi-Furnished,0,64.58
Jayanagar,1503,3,3,4,3.3,Unfurnished,0,118.56
BTM Layout,1144,2,2,3,9.9,Furnished,1,90.2
Koramangala,1529,3,3,2,2.9,Unfurnished,0,144.66
Koramangala,1246,2,2,3,10.9,Unfurnished,1,105.66
Hebbal,1039,2,2,1,1.8,Unfurnished,1,76.27
HSR Layout,1472,3,3,1,2.0,Unfurnished,1,122.04
Indiranagar,1589,3,4,2,6.8,Unfurnished,0,143.96
HSR Layout,1515,3,4,2,1.4,Semi-Furnished,1,143.11
Indiranagar,1441,3,4,0,1.6,Semi-Furnished,1,172.03
Indiranagar,1127,2,1,1,2.2,Semi-Furnished,1,117.48
Jayanagar,1402,3,4,2,6.8,Semi-Furnished,0,117.15
HSR Layout,508,1,2,1,13.2,Semi-Furnished,1,48.21
BTM Layout,971,2,2,0,6.7,Unfurnished,1,75.9
HSR Layout,1253,2,2,1,10.6,Semi-Furnished,0,112.08
Marathahalli,300,1,1,2,4.7,Semi-Furnished,1,17.68
Yelahanka,1109,2,2,0,0.4,Furnished,1,68.29
Whitefield,2105,4,4,3,0.6,Unfurnished,0,108.13
Yelahanka,1848,4,4,3,4.8,Unfurnished,1,89.0
Indiranagar,1096,2,2,4,2.4,Semi-Furnished,1,130.71
Sarjapur Road,671,1,1,2,1.5,Semi-Furnished,0,39.09
Indiranagar,1138,2,2,0,3.8,Unfurnished,1,109.84
HSR Layout,652,2,3,2,6.6,Semi-Furnished,1,62.35
